02/01/2015	5,621
05/01/2015	5,424
06/01/2015	5,329
07/01/2015	5,224
08/01/2015	5,453
09/01/2015	5,34
12/01/2015	5,264
13/01/2015	5,4
14/01/2015	5,311
15/01/2015	5,42
16/01/2015	5,492
19/01/2015	5,635
20/01/2015	5,729
21/01/2015	5,764
22/01/2015	5,952
23/01/2015	5,902
26/01/2015	5,903
27/01/2015	5,781
28/01/2015	5,722
29/01/2015	5,739
30/01/2015	5,652
02/02/2015	5,675
03/02/2015	5,846
04/02/2015	5,786
05/02/2015	5,765
06/02/2015	5,852
09/02/2015	5,756
10/02/2015	5,894
11/02/2015	5,813
12/02/2015	5,933
13/02/2015	6,116
16/02/2015	6,085
17/02/2015	6,183
18/02/2015	6,257
19/02/2015	6,381
20/02/2015	6,343
23/02/2015	6,4
24/02/2015	6,405
25/02/2015	6,353
26/02/2015	6,445
27/02/2015	6,47
02/03/2015	6,506
03/03/2015	6,373
04/03/2015	6,418
05/03/2015	6,402
06/03/2015	6,434
09/03/2015	6,429
10/03/2015	6,358
11/03/2015	6,531
12/03/2015	6,553
13/03/2015	6,62
16/03/2015	6,725
17/03/2015	6,64
18/03/2015	6,561
19/03/2015	6,602
20/03/2015	6,721
23/03/2015	6,724
24/03/2015	6,784
25/03/2015	6,728
26/03/2015	6,647
27/03/2015	6,851
30/03/2015	6,988
31/03/2015	6,961
01/04/2015	7,084
02/04/2015	7,145
07/04/2015	7,239
08/04/2015	7,264
09/04/2015	7,397
10/04/2015	7,356
13/04/2015	7,404
14/04/2015	7,413
15/04/2015	7,43
16/04/2015	7,35
17/04/2015	7,168
20/04/2015	7,25
21/04/2015	7,361
22/04/2015	7,445
23/04/2015	7,535
24/04/2015	7,646
27/04/2015	7,744
28/04/2015	7,662
29/04/2015	7,278
30/04/2015	7,386
04/05/2015	7,373
05/05/2015	7,122
06/05/2015	7,13
07/05/2015	7,119
08/05/2015	7,25
11/05/2015	7,22
12/05/2015	6,98
13/05/2015	7,034
14/05/2015	7,15
15/05/2015	7,137
18/05/2015	7,075
19/05/2015	7,207
20/05/2015	7,248
21/05/2015	7,247
22/05/2015	6,964
25/05/2015	6,861
26/05/2015	6,822
27/05/2015	6,96
28/05/2015	6,923
29/05/2015	6,826
01/06/2015	6,779
02/06/2015	6,762
03/06/2015	6,734
04/06/2015	6,723
05/06/2015	6,623
08/06/2015	6,483
09/06/2015	6,492
10/06/2015	6,608
11/06/2015	6,583
12/06/2015	6,497
15/06/2015	6,335
16/06/2015	6,423
17/06/2015	6,305
18/06/2015	6,318
19/06/2015	6,437
22/06/2015	6,722
23/06/2015	6,791
24/06/2015	6,744
25/06/2015	6,768
26/06/2015	6,797
29/06/2015	6,469
30/06/2015	6,455
01/07/2015	6,551
02/07/2015	6,44
03/07/2015	6,381
06/07/2015	6,132
07/07/2015	6,121
08/07/2015	6,171
09/07/2015	6,476
10/07/2015	6,716
13/07/2015	6,9
14/07/2015	6,909
15/07/2015	6,989
16/07/2015	7,03
17/07/2015	7,047
20/07/2015	7,141
21/07/2015	7,081
22/07/2015	7,076
23/07/2015	7,053
24/07/2015	6,993
27/07/2015	6,771
28/07/2015	6,843
29/07/2015	6,812
30/07/2015	6,526
31/07/2015	6,691
03/08/2015	6,755
04/08/2015	6,651
05/08/2015	6,678
06/08/2015	6,644
07/08/2015	6,384
10/08/2015	6,416
11/08/2015	6,402
12/08/2015	6,232
13/08/2015	6,414
14/08/2015	6,313
17/08/2015	6,289
18/08/2015	6,32
19/08/2015	6,212
20/08/2015	5,884
21/08/2015	5,573
24/08/2015	5,405
25/08/2015	5,755
26/08/2015	5,624
27/08/2015	5,797
28/08/2015	5,718
31/08/2015	5,66
01/09/2015	5,548
02/09/2015	5,526
03/09/2015	5,732
04/09/2015	5,581
07/09/2015	5,568
08/09/2015	5,597
09/09/2015	5,604
10/09/2015	5,526
11/09/2015	5,448
14/09/2015	5,375
15/09/2015	5,41
16/09/2015	5,369
17/09/2015	5,453
18/09/2015	5,258
21/09/2015	5,275
22/09/2015	5,06
23/09/2015	4,989
24/09/2015	5,052
25/09/2015	5,228
28/09/2015	5,046
29/09/2015	4,819
30/09/2015	4,939
01/10/2015	4,906
02/10/2015	4,955
05/10/2015	5,108
06/10/2015	5,312
07/10/2015	5,542
08/10/2015	5,61
09/10/2015	5,674
12/10/2015	5,547
13/10/2015	5,459
14/10/2015	5,409
15/10/2015	5,419
16/10/2015	5,52
19/10/2015	5,509
20/10/2015	5,397
21/10/2015	5,386
22/10/2015	5,469
23/10/2015	5,638
26/10/2015	5,607
27/10/2015	5,579
28/10/2015	5,601
29/10/2015	5,508
30/10/2015	5,58
02/11/2015	5,53
03/11/2015	5,476
04/11/2015	5,509
05/11/2015	5,793
06/11/2015	5,937
09/11/2015	5,812
10/11/2015	5,764
11/11/2015	5,861
12/11/2015	5,704
13/11/2015	5,664
16/11/2015	5,605
17/11/2015	5,699
18/11/2015	5,686
19/11/2015	5,764
20/11/2015	5,6
23/11/2015	5,616
24/11/2015	5,569
25/11/2015	5,581
26/11/2015	5,719
27/11/2015	5,662
30/11/2015	5,74
01/12/2015	5,755
02/12/2015	5,631
03/12/2015	5,606
04/12/2015	5,448
07/12/2015	5,453
08/12/2015	5,21
09/12/2015	5,21
10/12/2015	5,088
11/12/2015	5,002
14/12/2015	4,828
15/12/2015	5,034
16/12/2015	5,048
17/12/2015	5,253
18/12/2015	5,166
21/12/2015	5,04
22/12/2015	5,133
23/12/2015	5,257
24/12/2015	5,291
28/12/2015	5,24
29/12/2015	5,265
30/12/2015	5,204
31/12/2015	5,217
04/01/2016	4,984
05/01/2016	5,012
06/01/2016	4,852
07/01/2016	4,691
08/01/2016	4,59
11/01/2016	4,517
12/01/2016	4,571
13/01/2016	4,577
14/01/2016	4,463
15/01/2016	4,26
18/01/2016	4,017
19/01/2016	4,163
20/01/2016	3,985
21/01/2016	4,16
22/01/2016	4,375
25/01/2016	4,26
26/01/2016	4,367
27/01/2016	4,308
28/01/2016	4,437
29/01/2016	4,515
01/02/2016	4,47
02/02/2016	4,208
03/02/2016	4,025
04/02/2016	4,162
05/02/2016	4,277
08/02/2016	4,083
09/02/2016	3,86
10/02/2016	4,101
11/02/2016	4,329
12/02/2016	4,409
15/02/2016	4,652
16/02/2016	4,709
17/02/2016	4,732
18/02/2016	4,632
19/02/2016	4,54
22/02/2016	4,739
23/02/2016	4,643
24/02/2016	4,521
25/02/2016	4,65
26/02/2016	4,869
29/02/2016	4,936
01/03/2016	5,06
02/03/2016	5,145
03/03/2016	5,202
04/03/2016	5,169
07/03/2016	5,011
08/03/2016	4,93
09/03/2016	4,9
10/03/2016	4,78
11/03/2016	5,083
14/03/2016	5,024
15/03/2016	4,903
16/03/2016	4,863
17/03/2016	4,752
18/03/2016	4,738
21/03/2016	4,716
22/03/2016	4,679
23/03/2016	4,574
24/03/2016	4,426
29/03/2016	4,377
30/03/2016	4,365
31/03/2016	4,327
01/04/2016	4,326
04/04/2016	4,322
05/04/2016	4,191
06/04/2016	4,24
07/04/2016	4,163
08/04/2016	4,289
11/04/2016	4,374
12/04/2016	4,437
13/04/2016	4,785
14/04/2016	4,771
15/04/2016	4,68
18/04/2016	4,672
19/04/2016	4,724
20/04/2016	4,871
21/04/2016	4,856
22/04/2016	4,898
25/04/2016	4,738
26/04/2016	4,893
27/04/2016	4,847
28/04/2016	4,908
29/04/2016	4,817
02/05/2016	4,726
03/05/2016	4,542
04/05/2016	4,402
05/05/2016	4,334
06/05/2016	4,361
09/05/2016	4,386
10/05/2016	4,083
11/05/2016	4,201
12/05/2016	4,134
13/05/2016	4,229
16/05/2016	4,207
17/05/2016	4,266
18/05/2016	4,351
19/05/2016	4,337
20/05/2016	4,4
23/05/2016	4,4
24/05/2016	4,577
25/05/2016	4,75
26/05/2016	4,752
27/05/2016	4,46
30/05/2016	4,4
31/05/2016	4,338
01/06/2016	4,296
02/06/2016	4,301
03/06/2016	4,22
06/06/2016	4,185
07/06/2016	4,319
08/06/2016	4,288
09/06/2016	4,208
10/06/2016	4,053
13/06/2016	3,904
14/06/2016	3,805
15/06/2016	3,816
16/06/2016	3,735
17/06/2016	3,912
20/06/2016	4,055
21/06/2016	4,073
22/06/2016	4,05
23/06/2016	4,15
24/06/2016	3,439
27/06/2016	3,27
28/06/2016	3,347
29/06/2016	3,377
30/06/2016	3,409
01/07/2016	3,388
04/07/2016	3,336
05/07/2016	3,165
06/07/2016	3,077
07/07/2016	3,149
08/07/2016	3,309
11/07/2016	3,342
12/07/2016	3,427
13/07/2016	3,311
14/07/2016	3,475
15/07/2016	3,458
18/07/2016	3,426
19/07/2016	3,437
20/07/2016	3,462
21/07/2016	3,462
22/07/2016	3,455
25/07/2016	3,419
26/07/2016	3,382
27/07/2016	3,534
28/07/2016	3,425
29/07/2016	3,685
01/08/2016	3,643
02/08/2016	3,422
03/08/2016	3,408
04/08/2016	3,458
05/08/2016	3,589
08/08/2016	3,62
09/08/2016	3,712
10/08/2016	3,813
11/08/2016	3,804
12/08/2016	3,782
15/08/2016	3,772
16/08/2016	3,745
17/08/2016	3,672
18/08/2016	3,644
19/08/2016	3,59
22/08/2016	3,665
23/08/2016	3,737
24/08/2016	3,796
25/08/2016	3,773
26/08/2016	3,813
29/08/2016	3,77
30/08/2016	3,872
31/08/2016	3,966
01/09/2016	3,991
02/09/2016	4,045
05/09/2016	3,976
06/09/2016	3,963
07/09/2016	3,976
08/09/2016	4,072
09/09/2016	4,086
12/09/2016	3,965
13/09/2016	3,929
14/09/2016	3,936
15/09/2016	3,98
16/09/2016	4,018
19/09/2016	4,041
20/09/2016	3,963
21/09/2016	4,124
22/09/2016	4,143
23/09/2016	4,148
26/09/2016	4,063
27/09/2016	4,034
28/09/2016	4,069
29/09/2016	4,101
30/09/2016	4,149
03/10/2016	4,113
04/10/2016	4,223
05/10/2016	4,34
06/10/2016	4,412
07/10/2016	4,44
10/10/2016	4,446
11/10/2016	4,415
12/10/2016	4,379
13/10/2016	4,255
14/10/2016	4,344
17/10/2016	4,365
18/10/2016	4,392
19/10/2016	4,404
20/10/2016	4,434
21/10/2016	4,441
24/10/2016	4,593
25/10/2016	4,591
26/10/2016	4,594
27/10/2016	4,692
28/10/2016	4,709
31/10/2016	4,605
01/11/2016	4,537
02/11/2016	4,424
03/11/2016	4,503
04/11/2016	4,369
07/11/2016	4,504
08/11/2016	4,622
09/11/2016	4,476
10/11/2016	4,558
11/11/2016	4,675
14/11/2016	4,708
15/11/2016	4,68
16/11/2016	4,602
17/11/2016	4,628
18/11/2016	4,633
21/11/2016	4,617
22/11/2016	4,745
23/11/2016	4,712
24/11/2016	4,72
25/11/2016	4,71
28/11/2016	4,64
29/11/2016	4,677
30/11/2016	4,752
01/12/2016	4,886
02/12/2016	4,825
05/12/2016	4,959
06/12/2016	5,093
07/12/2016	5,214
08/12/2016	5,374
09/12/2016	5,392
12/12/2016	5,494
13/12/2016	5,451
14/12/2016	5,346
15/12/2016	5,44
16/12/2016	5,365
19/12/2016	5,299
20/12/2016	5,382
21/12/2016	5,398
22/12/2016	5,42
23/12/2016	5,376
27/12/2016	5,38
28/12/2016	5,379
29/12/2016	5,328
30/12/2016	5,36
02/01/2017	5,4
03/01/2017	5,62
04/01/2017	5,641
05/01/2017	5,595
06/01/2017	5,563
09/01/2017	5,448
10/01/2017	5,485
11/01/2017	5,437
12/01/2017	5,438
13/01/2017	5,606
16/01/2017	5,577
17/01/2017	5,488
18/01/2017	5,451
19/01/2017	5,5
20/01/2017	5,495
23/01/2017	5,355
24/01/2017	5,415
25/01/2017	5,689
26/01/2017	5,65
27/01/2017	5,64
30/01/2017	5,564
31/01/2017	5,485
01/02/2017	5,579
02/02/2017	5,569
03/02/2017	5,57
06/02/2017	5,509
07/02/2017	5,399
08/02/2017	5,228
09/02/2017	5,327
10/02/2017	5,45
13/02/2017	5,479
14/02/2017	5,52
15/02/2017	5,64
16/02/2017	5,601
17/02/2017	5,497
20/02/2017	5,393
21/02/2017	5,336
22/02/2017	5,301
23/02/2017	5,246
24/02/2017	5,15
27/02/2017	5,17
28/02/2017	5,151
01/03/2017	5,361
02/03/2017	5,374
03/03/2017	5,528
06/03/2017	5,435
07/03/2017	5,41
08/03/2017	5,435
09/03/2017	5,567
10/03/2017	5,659
13/03/2017	5,663
14/03/2017	5,613
15/03/2017	5,66
16/03/2017	5,667
17/03/2017	5,668
20/03/2017	5,632
21/03/2017	5,628
22/03/2017	5,579
23/03/2017	5,64
